zipcode,City,Name,Pop under 18yr(%),Median Age,Population_y,White(%),Black or African American(%),American Indian and Alaska Native(%),Asian(%),Native Hawaiian and Other Pacific Islander(%),Some other race(%),Hispanic or Latino(%),No schooling completed(%),Regular high school diploma(%),Median Household Income,Per Capita Income,Poverty Rate,Unemployment Rate,Home Median value (dollars),Land Area (square meters),Land Area (square miles),Lat,Lng
90069,West Hollywood,ZCTA5 90069,4.529189745600706,41.9,20401.0,77.6383510612225,3.460614675751189,0.23528258418704964,7.509435811970001,0.333316994264987,4.896818783392971,12.17587373167982,0.07842752806234989,8.381942061663644,86403.0,82735.0,9.73481692073918,4.6223224351747465,777600.0,5475728,2.114,34.09383,-118.381698
90071,Los Angeles,ZCTA5 90071,,-666666666.0,0.0,,,,,,,,,,-666666666.0,-666666666.0,,,-666666666.0,319156,0.12300000000000001,34.052876,-118.254943
90073,Los Angeles,ZCTA5 90073,0.0,55.9,944.0,48.19915254237288,34.21610169491525,0.423728813559322,8.474576271186441,0.0,4.13135593220339,18.53813559322034,3.2838983050847457,20.021186440677965,-666666666.0,11695.0,48.83474576271186,6.038135593220339,-666666666.0,878303,0.33899999999999997,34.054534000000004,-118.457025
90077,Los Angeles,ZCTA5 90077,20.747538048343777,49.2,8936.0,82.78871978513877,2.764100268576544,0.0,9.232318710832587,0.0,1.3428827215756491,6.7032229185317815,0.5035810205908684,4.252461951656222,184722.0,110727.0,4.162936436884512,2.081468218442256,1744400.0,18991437,7.332999999999999,34.108022999999996,-118.45696399999999
90089,Los Angeles,ZCTA5 90089,1.5600624024960998,19.1,3846.0,49.9739989599584,6.344253770150806,0.0,32.085283411336455,0.6760270410816432,6.4742589703588145,11.284451378055122,0.0,0.10400416016640665,-666666666.0,6764.0,0.39001560062402496,9.646385855434218,-666666666.0,742759,0.287,34.020221,-118.28603500000001
90094,Playa Vista,ZCTA5 90094,19.57282913165266,35.0,8568.0,54.31839402427638,11.017740429505135,0.0,26.108776844070963,0.0,2.661064425770308,10.620915032679738,0.15172735760971054,0.8520074696545284,136250.0,82803.0,10.469187675070028,2.07749766573296,889100.0,1578993,0.61,33.975409,-118.417
90201,Bell Gardens,ZCTA5 90201,31.281712319446335,28.9,102878.0,77.52677929197691,0.8689904547133498,0.4461595287622232,0.8203891988568984,0.1205311145239993,18.888392076051247,94.37391862205719,3.071599370127724,12.556620463072766,39498.0,12721.0,27.91170123836,4.262330138610782,348600.0,15377705,5.937,33.970343,-118.17136799999999
90210,Beverly Hills,ZCTA5 90210,19.859112709832136,47.1,20016.0,85.4216626698641,0.9392486011191047,0.0749400479616307,8.393285371702637,0.0,1.4538369304556356,4.016786570743405,1.0191846522781776,9.232613908872901,149732.0,111084.0,7.658872901678657,2.453037569944045,2000001.0,26222763,10.125,34.100516999999996,-118.41463
90211,Beverly Hills,ZCTA5 90211,17.857588227958598,41.9,8019.0,80.60855468262875,2.119965082928046,0.0,11.709689487467266,0.0,2.606310013717421,8.704327222845741,0.3117595710188303,9.028557176705325,71402.0,61991.0,10.487591969073451,3.554059109614665,1242300.0,1813978,0.7,34.064958000000004,-118.382979
90212,Beverly Hills,ZCTA5 90212,21.624895888543954,40.6,13207.0,81.31294010751874,1.370485348678731,0.10600439161050958,10.229423790414174,0.0,1.0297569470735217,6.594987506625275,0.23472400999469978,4.944347694404483,103032.0,73331.0,9.358673430756417,2.922692511546907,1641000.0,2474159,0.955,34.06221,-118.40196599999999
90220,Compton,ZCTA5 90220,27.04155628178601,32.4,51713.0,35.96967880416916,37.064181153675094,0.4022199446947576,0.8837236284880011,0.39255119602421057,23.322955543093613,58.33349447914451,3.4053332817666737,15.305629145475992,54014.0,17800.0,19.409046081256164,5.253998027575271,266700.0,17898359,6.9110000000000005,33.88151,-118.234451
90221,Compton,ZCTA5 90221,30.27147569988389,29.6,54259.0,44.44055364087064,20.890543504303434,0.5400025802171068,0.8275124864077849,0.0,31.48786376453676,77.08582907904679,3.7357857682596434,14.086142391124053,46008.0,14049.0,23.55553917322472,5.551152804143092,301500.0,13809078,5.332000000000001,33.885639000000005,-118.205808
90222,Compton,ZCTA5 90222,31.907319318704925,27.9,32585.0,41.50682829522786,27.26407856375633,0.5278502378394967,0.797913150222495,0.6659505907626209,28.135645235537826,69.94322541046493,3.2653061224489797,15.804818167868651,40719.0,13813.0,26.300444990026087,4.962406015037594,289700.0,6664307,2.573,33.912246,-118.236773
90230,Culver City,ZCTA5 90230,19.82729583244021,39.4,32657.0,61.1323759071562,7.716569188841596,0.3797041981810944,17.004011391125946,0.27865388737483543,8.534158067183146,31.818599381449612,1.3871451756131916,8.423921364485409,79242.0,42370.0,11.164528278776373,3.604127752089904,658500.0,11678894,4.5089999999999995,33.997862,-118.39361699999999
90232,Culver City,ZCTA5 90232,15.53313151698621,40.7,14865.0,67.09048099562732,6.2832156071308445,0.006727211570803902,15.425496131853347,0.0,5.785401950891355,26.162125798856373,0.9754456777665658,7.238479650184998,82254.0,50533.0,9.411368987554658,2.267070299360915,896700.0,5454842,2.106,34.019323,-118.391902
90240,Downey,ZCTA5 90240,25.194578381867192,35.6,26339.0,70.0254375640685,2.7715554880595317,0.1632560082007669,7.32753711226698,0.0,17.354493336876875,73.73856258779756,2.433653517597479,12.50237290709594,81205.0,30648.0,6.2720680359922545,2.707012415049926,530800.0,7624808,2.944,33.955729,-118.118346
90241,Downey,ZCTA5 90241,22.783862847812777,35.6,44097.0,66.01356101322085,2.372043449667778,0.281198267455836,6.855341633217679,0.08617366260743362,20.758781776538086,75.80787808694468,1.7234732521486722,14.570152164546341,64222.0,25576.0,10.982606526521078,3.3562373857632037,496300.0,12753186,4.9239999999999995,33.940445000000004,-118.12902199999999
90242,Downey,ZCTA5 90242,25.63720236708448,33.2,42922.0,55.78724197381296,5.423791994781231,0.347141326126462,8.054144727645497,1.139275895811006,27.05139555472718,72.42439774474629,2.411350822422068,15.024928940869485,62402.0,22651.0,12.811611760868553,3.452774800801454,447000.0,11787996,4.551,33.921793,-118.140588
90245,El Segundo,ZCTA5 90245,23.651721897335932,38.7,16929.0,75.86980920314254,1.7484789414613977,0.4843759229724142,9.037745879851142,0.3189792663476874,4.235335814283182,17.862838915470494,0.8624254238289326,8.624254238289327,92942.0,48205.0,8.701045543150807,3.6918896568019375,875600.0,14149157,5.462999999999999,33.91714,-118.40426699999999
90247,Gardena,ZCTA5 90247,22.426984093893974,37.3,47969.0,25.679084408680605,18.159644770581,0.34188746899038963,24.65133732202047,0.08130250786966582,28.255748504242323,48.34789134649461,2.168066876524422,17.7635556296775,46076.0,22287.0,19.458400216806687,4.415351581229544,397000.0,9723627,3.7539999999999996,33.890853,-118.29796699999999
90248,Gardena,ZCTA5 90248,19.99265987705294,42.9,10899.0,32.16808881548766,14.983025965684925,0.33030553261767137,32.74612349756858,0.3945316084044408,17.074961005596844,41.058812735113314,1.6698779704560052,17.52454353610423,58703.0,27571.0,11.08358565005964,3.4773832461693734,424900.0,12157545,4.694,33.87834,-118.2841
90249,Gardena,ZCTA5 90249,22.52149433158335,40.5,26286.0,25.405158639580005,28.391539222399757,1.2820512820512822,15.049836414821579,2.815186791447919,21.46009282507799,36.90938141976718,1.2630297496766338,14.73027467092749,53964.0,25783.0,12.443886479494788,3.20703035836567,420000.0,7712634,2.978,33.90139,-118.315697
